#,$id,Information society indicator,Geopolitical entity (declaring),"Period of time (a=annual, q=quarterly, m=monthly, d=daily, c=cumulated from January)","Individuals using the Internet, by place of use"
prop,,http://epp.eurostat.ec.europa.eu/def/tin00075#indic_is,http://epp.eurostat.ec.europa.eu/def/tin00075#geo,http://epp.eurostat.ec.europa.eu/def/tin00075#time,http://epp.eurostat.ec.europa.eu/def/tin00075#tin00075
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#DK,2002,32
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#DK,2003,35
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#DK,2004,41
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#DK,2005,37
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#DK,2006,46
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#DK,2007,43
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#DK,2008,44
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#DK,2009,44
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#DK,2010,46
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#DK,2011,46
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#DE,2002,17
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#DE,2003,16
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#DE,2004,18
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#DE,2005,20
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#DE,2006,27
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#DE,2007,30
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#DE,2008,31
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#DE,2009,32
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#DE,2010,33
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#DE,2011,37
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EE,2002,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EE,2003,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EE,2004,20
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EE,2005,20
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EE,2006,28
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EE,2007,27
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EE,2008,26
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EE,2009,29
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EE,2010,28
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EE,2011,30
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#IE,2002,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#IE,2003,13
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#IE,2004,15
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#IE,2005,17
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#IE,2006,23
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#IE,2007,23
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#IE,2008,24
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#IE,2009,22
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#IE,2010,20
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#IE,2011,23
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EL,2002,6
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EL,2003,7
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EL,2004,9
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EL,2005,10
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EL,2006,12
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EL,2007,15
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EL,2008,17
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EL,2009,17
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EL,2010,16
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EL,2011,18
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#ES,2002,9
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#ES,2003,16
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#ES,2004,18
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#ES,2005,20
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#ES,2006,22
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#ES,2007,23
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#ES,2008,25
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#ES,2009,26
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#ES,2010,26
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#ES,2011,27
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#FR,2002,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#FR,2003,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#FR,2004,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#FR,2005,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#FR,2006,18
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#FR,2007,23
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#FR,2008,26
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#FR,2009,27
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#FR,2010,31
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#FR,2011,30
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#IT,2002,14
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#IT,2003,14
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#IT,2004,15
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#IT,2005,16
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#IT,2006,17
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#IT,2007,18
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#IT,2008,19
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#IT,2009,20
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#IT,2010,21
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#IT,2011,22
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#CY,2002,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#CY,2003,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#CY,2004,14
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#CY,2005,14
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#CY,2006,17
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#CY,2007,20
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#CY,2008,19
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#CY,2009,23
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#CY,2010,23
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#CY,2011,25
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#LV,2002,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#LV,2003,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#LV,2004,17
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#LV,2005,18
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#LV,2006,22
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#LV,2007,22
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#LV,2008,22
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#LV,2009,22
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#LV,2010,21
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#LV,2011,25
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#LT,2002,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#LT,2003,10
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#LT,2004,12
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#LT,2005,15
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#LT,2006,17
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#LT,2007,19
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#LT,2008,20
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#LT,2009,20
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#LT,2010,21
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#LT,2011,22
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#LU,2002,21
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#LU,2003,26
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#LU,2004,27
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#LU,2005,26
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#LU,2006,32
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#LU,2007,34
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#LU,2008,35
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#LU,2009,41
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#LU,2010,44
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#LU,2011,42
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#HU,2002,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#HU,2003,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#HU,2004,10
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#HU,2005,17
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#HU,2006,19
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#HU,2007,21
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#HU,2008,21
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#HU,2009,21
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#HU,2010,21
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#HU,2011,24
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#MT,2002,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#MT,2003,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#MT,2004,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#MT,2005,16
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#MT,2006,14
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#MT,2007,18
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#MT,2008,17
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#MT,2009,20
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#MT,2010,22
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#MT,2011,27
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#NL,2002,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#NL,2003,30
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#NL,2004,32
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#NL,2005,36
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#NL,2006,39
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#NL,2007,43
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#NL,2008,44
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#NL,2009,49
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#NL,2010,47
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#NL,2011,49
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#AT,2002,21
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#AT,2003,19
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#AT,2004,24
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#AT,2005,25
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#AT,2006,29
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#AT,2007,32
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#AT,2008,36
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#AT,2009,33
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#AT,2010,33
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#AT,2011,37
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#PL,2002,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#PL,2003,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#PL,2004,9
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#PL,2005,11
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#PL,2006,13
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#PL,2007,14
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#PL,2008,15
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#PL,2009,18
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#PL,2010,19
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#PL,2011,18
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#PT,2002,9
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#PT,2003,13
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#PT,2004,15
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#PT,2005,15
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#PT,2006,16
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#PT,2007,17
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#PT,2008,17
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#PT,2009,20
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#PT,2010,21
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#PT,2011,22
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#RO,2002,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#RO,2003,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#RO,2004,4
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#RO,2005,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#RO,2006,7
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#RO,2007,8
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#RO,2008,9
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#RO,2009,10
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#RO,2010,11
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#RO,2011,12
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#SI,2002,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#SI,2003,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#SI,2004,20
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#SI,2005,23
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#SI,2006,28
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#SI,2007,28
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#SI,2008,28
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#SI,2009,30
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#SI,2010,33
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#SI,2011,34
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#SK,2002,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#SK,2003,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#SK,2004,26
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#SK,2005,27
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#SK,2006,26
